domain,date,text,paper_id,sentence_id
ew.com,2018-07-25 00:00:00,"Or are these movies social commentary — an attempt, a la Blumhouse’s most critically successful venture to date, Get Out, to illuminate cultural truths through the shared nonverbal language of jump-scares and goosebumps?",593236,13
ew.com,2018-07-25 00:00:00,"In the Purge franchise’s own mind, one suspects these movies are both.",593236,14
ew.com,2018-07-25 00:00:00,"Unfortunately, The First Purge succeeds at accomplishing neither.",593236,15
ew.com,2018-07-25 00:00:00,"In The First Purge (a movie whose title already sets up a miserable Abbott and Costello routine, for it’s the fourth film in the franchise), the United States government — run by a new neo-fascist political party — decides to implement an experiment on Staten Island: for 12 hours, all crime will be legal.",593236,16
ew.com,2018-07-25 00:00:00,"Citizens will be paid $5,000 if they decide to participate in the experiment by remaining on the island, and those participants will be fit with neon-glowing camera contact lenses so their violent debauchery can be broadcast to the public.",593236,17
ew.com,2018-07-25 00:00:00,"The logic here is shaky at best (yes, I know, I know, I did just write the word “logic” in a review of The First Purge) because the goal seems to be to broadcast as much gory violence as possible to a still-free press — these fascists work slow, it turns out — but wouldn’t that turn off the vast majority of the public?",593236,18
ew.com,2018-07-25 00:00:00,"If this is the First Purge, and it’s not yet something the modern-day populace is acclimated to, one imagines mass-broadcasted footage of a drug addict slashing a stranger with a fist of hypodermic needles (the first “purge” of the night) would cause most rational-minded people to recoil and think, “hmm, perhaps this isn’t the best embodiment of our nation.”
The experiment, as it’s called, was engineered by a miserable-looking Marisa Tomei in a terrible blonde wig, dressed as if she’s planning on attending an uptown art gallery opening when all of this murdering is over.",593236,19
ew.com,2018-07-25 00:00:00,"We’re made to believe this character is a true believer in the moral righteousness of the Purge, a woman who’s sense of right and wrong permits encouraging free-wheeling killing but who draws the line at the government fudging the numbers to make the trial look better.",593236,20
ew.com,2018-07-25 00:00:00,"(Equally incorrect casting: the monotone, middle-aged accountant-looking guy who was apparently elected president.",593236,21
ew.com,2018-07-25 00:00:00,Aren’t fascists supposed to be charismatic?),593236,22
ew.com,2018-07-25 00:00:00,"For the first two-thirds or so of the movie, the scares are lacking.",593236,23
ew.com,2018-07-25 00:00:00,"As our character archetypes — I mean, protagonists: Nya (Lex Scott Davis), her little brother (Joivan Wade), her heroic ex-boyfriend (Y’lan Noel) — wander wide-eyed through near-abandoned streets, it feels more like an overpriced haunted house than anything: out pops a guy in a scary mask waving a machete!",593236,24
ew.com,2018-07-25 00:00:00,Out pops a lunatic wearing a raincoat who sprays you with water!,593236,25
ew.com,2018-07-25 00:00:00,"Oh no, hands grabbing at your ankles!",593236,26
ew.com,2018-07-25 00:00:00,These moments are so discrete and harmless you expect our heroes to collect a souvenir photo when all of it is over.,593236,27
ew.com,2018-07-25 00:00:00,"The premise of a “Purge” — the helplessness and anarchy of it — is so promising, it’s no wonder why they keep making these movies and why people (your reviewer among them) keep paying money to see them, expecting guilt-free, bloody mayhem, a symbolic two-hour Purge from the obligations of responsible consumerism.",593236,28
ew.com,2018-07-25 00:00:00,"Why then, does this film feel so cardboard?",593236,29
ew.com,2018-07-25 00:00:00,"In part, no doubt, because of its self-seriousness (the moments of humor they do attempt to inject are awkward and misplaced) but also maybe because law-enforcement is never a considerable factor in horror movies, and so removing it, while fun in premise, doesn’t do much as a matter of actual practice.",593236,30
ew.com,2018-07-25 00:00:00,"All horror movies find a way to nullify the comfort of an active and capable police force (“My phone is dead!” or “This cabin is so far away, police won’t be here for hours!”) until the final moments.",593236,31
ew.com,2018-07-25 00:00:00,"“No police to help” is the precondition for good horror, but no more.",593236,32
ew.com,2018-07-25 00:00:00,"And early on, The First Purge teaches us that police aren’t a helpful factor in the lives of our characters: pre-Purge, a junkie slices a young drug-dealer in the face with a razor blade in his mouth.",593236,33
ew.com,2018-07-25 00:00:00,"That same junkie is the one who goes on to hypodermic needle-stab someone else, but obviously he’s not someone who was patiently waiting for crime to be legal to really let loose: he already sliced our hero in the face!",593236,34
ew.com,2018-07-25 00:00:00,"Where the Purge movies could have been about the slow — and then terrifyingly rapid — dismissal of morality and social norms, like High-Rise, it chooses instead to skate through those haunted house scares and clunky symbolism.",593236,35
ew.com,2018-07-25 00:00:00,"By the final third of this movie though, I’m not sure if you can call it symbolism at all, when it’s just the thing itself and not a representation of it: when people haven’t been murdering enough, the fascist government sends in mercenary racists to systemically gun people down.",593236,36
ew.com,2018-07-25 00:00:00,"In a clear echo of the 2015 shooting in Charleston, neo-Nazis ride motorcycles away from a church whose congregants were slaughtered.",593236,37
ew.com,2018-07-25 00:00:00,The KKK glide in bloody sheets through the sheets.,593236,38
ew.com,2018-07-25 00:00:00,"The leader of the unit assigned to murdering everyone in the protagonist’s apartment building is dressed like an SS officer, with his goons in minstrel black-face masks.",593236,39
ew.com,2018-07-25 00:00:00,(Were these costumes provided to these last-minute Purge missionaries or did they select people who already had them?),593236,40
ew.com,2018-07-25 00:00:00,"These images are horrifying, but if 2018 has taught us anything, it’s that, even more horrifying, in the real world, the villains don’t wear bloody KKK hoods or twirling metaphorical moustaches.",593236,41
ew.com,2018-07-25 00:00:00,Evil is petty and banal.,593236,42
ew.com,2018-07-25 00:00:00,"Racists love to begin their sentences with “I’m not a racist, but.” Neo-Nazis balk at the comparison to Nazis, and use the accusation as fuel to prove how outlandish and off base their enemies are.",593236,43
ew.com,2018-07-25 00:00:00,"How much less terrifying the world would be then, if they were all wearing SS uniforms, and their power dissolved at sunrise.",593236,44
ew.com,2018-07-25 00:00:00,"At one point, as an organized militia armed with machine guns begin their march into the heroes’ apartment building to murder everyone inside, a neighbor earnestly pulls Nya aside and says she’s worried about the state of the country.",593236,45
ew.com,2018-07-25 00:00:00,A reminder: armed gunmen in Nazi costume are currently storming up her stairwell to remorselessly kill them.,593236,46
ew.com,2018-07-25 00:00:00,"Hey lady, now’s not the time for an exaggerated wink to the audience.",593236,47
ew.com,2018-07-25 00:00:00,"I promise, just dealing with The Purge would be interesting enough.",593236,48
ew.com,2018-07-25 00:00:00,C+,593236,49
www.ekathimerini.com,2018-07-21 00:00:00,"On any given day, in a sleepy rural village near Kalamata, a group of elderly men gather at the kafeneio for a drink and lively conversation.",422071,50
www.ekathimerini.com,2018-07-21 00:00:00,Nothing unusual about that until you get to know them.,422071,51
www.ekathimerini.com,2018-07-21 00:00:00,"Although they were all born in this village, at least half of them are called “the foreigners.” They are the ones who left many years ago as children or young men.",422071,52
www.ekathimerini.com,2018-07-21 00:00:00,"Like many young people today, they left for a better future overseas.",422071,53
www.ekathimerini.com,2018-07-21 00:00:00,"However, life was much worse for them.",422071,54
www.ekathimerini.com,2018-07-21 00:00:00,"They didn’t leave with university degrees; rather, they set out with barely more than the clothes on their back.",422071,55
www.ekathimerini.com,2018-07-21 00:00:00,"The oldest ones remember the horrors of war, hunger, and deaths at the hands of the invaders in the village square.",422071,56
www.ekathimerini.com,2018-07-21 00:00:00,But they all see this as the only place to spend their golden years.,422071,57
www.ekathimerini.com,2018-07-21 00:00:00,"The reasons for their return are different but at the core identical, they have all come home.",422071,58
www.ekathimerini.com,2018-07-21 00:00:00,They see their homeland very differently to those who never left.,422071,59
www.ekathimerini.com,2018-07-21 00:00:00,They will never be crushed by any crisis and can still feel the romance of Greece and see its potential.,422071,60
www.ekathimerini.com,2018-07-21 00:00:00,They know that this wondrous country can survive anything.,422071,61
www.ekathimerini.com,2018-07-21 00:00:00,They are the diaspora who have come home to live their retirement to the full.,422071,62
www.ekathimerini.com,2018-07-21 00:00:00,They have returned with a wealth of knowledge and financial stability.,422071,63
www.ekathimerini.com,2018-07-21 00:00:00,Their reflection has much to offer modern Greece.,422071,64
www.ekathimerini.com,2018-07-21 00:00:00,"Every morning, the aroma of freshly baked koulourakia has the same Proustian effect as the madeleines of 19th century Paris.",422071,65
www.ekathimerini.com,2018-07-21 00:00:00,"It evokes memories of their youth, both joyous and sad, and prompts emotional and volatile conversations.",422071,66
www.ekathimerini.com,2018-07-21 00:00:00,Among the group is a former New York taxi driver and a retired retailer from Boston.,422071,67
www.ekathimerini.com,2018-07-21 00:00:00,"They also include a restaurateur from Montreal, a lawyer from Adelaide, a lecturer from Melbourne, a banker from Dusseldorf and a tailor from Paris.",422071,68
www.ekathimerini.com,2018-07-21 00:00:00,One elderly gentleman is a little more “foreign” than the rest.,422071,69
www.ekathimerini.com,2018-07-21 00:00:00,His wife left the village at 19 years of age and bravely started a new life in Chicago.,422071,70
www.ekathimerini.com,2018-07-21 00:00:00,"Fifty years later she has returned with her husband, an American-born Greek lawyer who now calls her village home.",422071,71
www.ekathimerini.com,2018-07-21 00:00:00,There are others who migrate here every year for about six months to tend their olive groves and spend time with the family they left behind.,422071,72
www.ekathimerini.com,2018-07-21 00:00:00,The Australian lawyer returned in his late 60s.,422071,73
www.ekathimerini.com,2018-07-21 00:00:00,For him this is the perfect base from which to explore Europe.,422071,74
www.ekathimerini.com,2018-07-21 00:00:00,He also has the luxury of being able to visit many sites less than an hour’s drive from his home anytime he feels the need for an ancient experience.,422071,75
www.ekathimerini.com,2018-07-21 00:00:00,"The Chicago lawyer, who came here in his 80s, is only half joking when he says he did it to avoid Trump’s America.",422071,76
www.ekathimerini.com,2018-07-21 00:00:00,"A passionate historian who has enjoyed yearly visits to Greece, the sirens of antiquity have finally tethered him.",422071,77
www.ekathimerini.com,2018-07-21 00:00:00,The Montreal restaurateur wanted to create a home that his Greek and Canadian family could all enjoy every summer.,422071,78
www.ekathimerini.com,2018-07-21 00:00:00,"When alone, he and his wife can sit on their veranda for hours overlooking the mountains which surround their village.",422071,79
www.ekathimerini.com,2018-07-21 00:00:00,These mature travelers are breathing gentle new life into the village.,422071,80
www.ekathimerini.com,2018-07-21 00:00:00,Old homes are being restored with respect to their historic integrity – now the main source of income for many local tradesmen.,422071,81
www.ekathimerini.com,2018-07-21 00:00:00,Money is being infused into many businesses in the area by people with high disposable incomes – a rare commodity these days.,422071,82
www.ekathimerini.com,2018-07-21 00:00:00,There are also long-term spin-offs from this gray invasion.,422071,83
www.ekathimerini.com,2018-07-21 00:00:00,Once-neglected family homes are now holiday magnets for the children and grandchildren of these expats.,422071,84
www.ekathimerini.com,2018-07-21 00:00:00,Maybe they will retire here as well one day.,422071,85
www.ekathimerini.com,2018-07-21 00:00:00,"In summer, the square is a hive of activity after a day at the beach for friends and family who now make an annual pilgrimage to what was once considered a dying village.",422071,86
www.ekathimerini.com,2018-07-21 00:00:00,"Like their spiritual ancestor Ulysses, these old travelers have finally come home, all the wiser for their experiences abroad.",422071,87
www.ekathimerini.com,2018-07-21 00:00:00,Karen Reichelt is an Australian writer and author of “Extra Virgin.”,422071,88
www.news18.com,2018-07-20 00:00:00,"China will ""absolutely not"" fire the first shot in a trade war with the United States and will not be the first to levy tariffs, its finance ministry said on Wednesday.A person with knowledge of the plan earlier told Reuters China's threatened tariffs on $34 billion of U.S. goods would take effect from the beginning of the day on Friday.",200071,89
www.news18.com,2018-07-20 00:00:00,"Given the 12-hour time difference, that would have put its implementation ahead of Washington's.",200071,90
www.news18.com,2018-07-20 00:00:00,Other media carried similar reports.But the ministry issued a brief clarification in response.,200071,91
www.news18.com,2018-07-20 00:00:00,"""The Chinese government's position has been stated many times.",200071,92
www.news18.com,2018-07-20 00:00:00,"We absolutely will not fire the first shot, and will not implement tariff measures ahead of the United States doing so,"" it said, without elaborating.Washington has said it would implement tariffs on $34 billion of Chinese imports on July 6, and Beijing has vowed to retaliate in kind on the same day.Earlier, Chinese Foreign Ministry spokesman Lu Kang said China was ready to act, though he did not confirm the start date for Chinese tariffs.",200071,93
www.news18.com,2018-07-20 00:00:00,"""China has already made preparations,"" Lu told a daily news briefing.",200071,94
www.news18.com,2018-07-20 00:00:00,"""As long as the United States issues a so-called tariff list, China will take necessary measures to firmly protect its legitimate interests,"" he added, without elaborating.China's yuan rose sharply against the dollar on Wednesday, a day after the central bank assured markets it would keep the currency stable amid growing worries about trade friction, although stocks fell.Chinese state media on Wednesday kept up a steady drum beat of criticism of the United States.The official China Daily said the United States was intentionally trying to prevent China from developing to keep it from challenging the former's role in the global economic order.",200071,95
www.news18.com,2018-07-20 00:00:00,"""The U.S. has maintained hegemony in the military and financial fields for many decades.",200071,96
www.news18.com,2018-07-20 00:00:00,"Now it is pursuing economic hegemony,"" the English-language newspaper said in an editorial.",200071,97
www.news18.com,2018-07-20 00:00:00,"""It has frequently waged wars against other sovereign countries and made use of the dominant influence of the U.S. dollar in the international markets to fleece other countries.",200071,98
www.news18.com,2018-07-20 00:00:00,Now it is attempting to resort to an all-out trade and economic war to hold back China's normal development.,200071,99
www.news18.com,2018-07-20 00:00:00,"""Widely-read tabloid the Global Times, published by the ruling Communist Party's People's Daily, said the increasingly likely trade war would bring chaos to the world.",200071,100
www.news18.com,2018-07-20 00:00:00,"""Counterstrike is major economies' first reaction to Washington's trade war,"" it said in its editorial.",200071,101
www.news18.com,2018-07-20 00:00:00,"""It's hard to predict where these moves will lead the world, but Washington will unavoidably pay heavy prices for its attempts to change the whole world to its economic tributary.""U.S.",200071,102
www.news18.com,2018-07-20 00:00:00,President Donald Trump has threatened to escalate the trade conflict with tariffs on as much as $400 billion in Chinese goods if Beijing retaliates against the U.S. tariffs set to take effect on Friday.Chinese currency and stock markets have been jittery ahead of Friday's tariff implementation.,200071,103
www.motherjones.com,2018-07-20 00:00:00,Hundreds of thousands of Americans took to the streets last weekend to demand the Trump administration reunite kids and parents who were separated at the border.,484538,104
www.motherjones.com,2018-07-20 00:00:00,"A 6-year-old boy in Atlanta also had an idea: Make money by selling lemonade, and give it to someone who would help the families.",484538,105
www.motherjones.com,2018-07-20 00:00:00,"By last week, he and his family had raised more than $13,000—some through lemonade and bake sales, but the vast majority from a fundraiser on Facebook, the Atlanta Journal-Constitution reports.",484538,106
www.motherjones.com,2018-07-20 00:00:00,"The money is going to the Refugee and Immigrant Center for Education and Legal Services, or RAICES, a Texas-based legal services nonprofit helping immigrants, refugees, and children.",484538,107
www.motherjones.com,2018-07-20 00:00:00,Had it with the political fireworks?,484538,108
www.motherjones.com,2018-07-20 00:00:00,This Fourth of July week in I’m focusing on people in America who dream big.,484538,109
www.motherjones.com,2018-07-20 00:00:00,"Oh, and we’ll have pandas, too.",484538,110
www.motherjones.com,2018-07-20 00:00:00,Happy holiday!,484538,111
www.motherjones.com,2018-07-20 00:00:00,Recharge is a weekly newsletter full of stories that will energize your inner hellraiser.,484538,112
www.motherjones.com,2018-07-20 00:00:00,You can sign up at the bottom of the story.,484538,113
www.motherjones.com,2018-07-20 00:00:00,Mowin’ in the USA.,484538,114
www.motherjones.com,2018-07-20 00:00:00,"Rodney Smith Jr. cuts lawns for free for anyone who needs help, including veterans, single moms, people with disabilities, and the elderly.",484538,115
www.motherjones.com,2018-07-20 00:00:00,"Smith, originally from Bermuda, says he’s going to all 50 states this year, using social media to solicit suggestions for which yards to cut.",484538,116
www.motherjones.com,2018-07-20 00:00:00,"In addition, Smith has gotten 130 kids aged 7 to 17 to pledge they would help neighbors in need.",484538,117
www.motherjones.com,2018-07-20 00:00:00,They each promised to cut 50 lawns this year.,484538,118
www.motherjones.com,2018-07-20 00:00:00,"“A lot of people take pride in their yard, and it feels good to see that I made a difference,” Smith says.",484538,119
www.motherjones.com,2018-07-20 00:00:00,"(Washington Post)
Rodney Smith Jr. cuts lawns for free for anyone who needs help, including veterans, single moms, people with disabilities, and the elderly.",484538,120
www.motherjones.com,2018-07-20 00:00:00,"Smith, originally from Bermuda, says he’s going to all 50 states this year, using social media to solicit suggestions for which yards to cut.",484538,121
www.motherjones.com,2018-07-20 00:00:00,"In addition, Smith has gotten 130 kids aged 7 to 17 to pledge they would help neighbors in need.",484538,122
www.motherjones.com,2018-07-20 00:00:00,They each promised to cut 50 lawns this year.,484538,123
www.motherjones.com,2018-07-20 00:00:00,"“A lot of people take pride in their yard, and it feels good to see that I made a difference,” Smith says.",484538,124
www.motherjones.com,2018-07-20 00:00:00,"(Washington Post) A frontier, a dream.",484538,125
www.motherjones.com,2018-07-20 00:00:00,"Brilliant and audacious, Constance Adams grew up drawing skyscrapers.",484538,126
www.motherjones.com,2018-07-20 00:00:00,A visit to NASA’s Johnson Space Center changed her life and stirred dreams for America that stretched to Mars.,484538,127
www.motherjones.com,2018-07-20 00:00:00,"The space architect, who died on June 23 of colorectal cancer, designed an ingenious module to house astronauts.",484538,128
www.motherjones.com,2018-07-20 00:00:00,A scaled-down version of it has been licensed from NASA by a private space company.,484538,129
www.motherjones.com,2018-07-20 00:00:00,"Architecture enthralled her, she said in 2017.",484538,130
www.motherjones.com,2018-07-20 00:00:00,Why?,484538,131
www.motherjones.com,2018-07-20 00:00:00,"“I knew that if I did that,” she said, “I would never be bored.” (New York Times)
Brilliant and audacious, Constance Adams grew up drawing skyscrapers.",484538,132
www.motherjones.com,2018-07-20 00:00:00,A visit to NASA’s Johnson Space Center changed her life and stirred dreams for America that stretched to Mars.,484538,133
www.motherjones.com,2018-07-20 00:00:00,"The space architect, who died on June 23 of colorectal cancer, designed an ingenious module to house astronauts.",484538,134
www.motherjones.com,2018-07-20 00:00:00,A scaled-down version of it has been licensed from NASA by a private space company.,484538,135
www.motherjones.com,2018-07-20 00:00:00,"Architecture enthralled her, she said in 2017.",484538,136
www.motherjones.com,2018-07-20 00:00:00,Why?,484538,137
www.motherjones.com,2018-07-20 00:00:00,"“I knew that if I did that,” she said, “I would never be bored.” (New York Times) Making it smaller.",484538,138
www.motherjones.com,2018-07-20 00:00:00,A research scientist was reading an article and got irked.,484538,139
www.motherjones.com,2018-07-20 00:00:00,Why do drug companies make eye droppers so big that you waste at least half of the dose?,484538,140
www.motherjones.com,2018-07-20 00:00:00,"“My reaction to the story was, ‘How do I stick it to the drug companies that are trying to screw over the patients?",484538,141
www.motherjones.com,2018-07-20 00:00:00,"'” So Allisa Song, a neuroscience researcher at the University of Washington, got a team of pharmacology, bioengineering, and MBA students together.",484538,142
www.motherjones.com,2018-07-20 00:00:00,"They designed an award-winning affordable, universal adapter for eye drop bottles.",484538,143
www.motherjones.com,2018-07-20 00:00:00,"The invention, called the Nanodropper, cuts down the droplet size.",484538,144
www.motherjones.com,2018-07-20 00:00:00,"“We have been contacted by so many patients and ophthalmologists since the story was published,” Song, whose team is seeking funding to manufacture the Nanodropper, told me early Tuesday.",484538,145
www.motherjones.com,2018-07-20 00:00:00,"“The stories shared with us reminded our team of why we started this project.” (ProPublica)
A research scientist was reading an article and got irked.",484538,146
www.motherjones.com,2018-07-20 00:00:00,Why do drug companies make eye droppers so big that you waste at least half of the dose?,484538,147
www.motherjones.com,2018-07-20 00:00:00,"“My reaction to the story was, ‘How do I stick it to the drug companies that are trying to screw over the patients?",484538,148
www.motherjones.com,2018-07-20 00:00:00,"'” So Allisa Song, a neuroscience researcher at the University of Washington, got a team of pharmacology, bioengineering, and MBA students together.",484538,149
www.motherjones.com,2018-07-20 00:00:00,"They designed an award-winning affordable, universal adapter for eye drop bottles.",484538,150
www.motherjones.com,2018-07-20 00:00:00,"The invention, called the Nanodropper, cuts down the droplet size.",484538,151
www.motherjones.com,2018-07-20 00:00:00,"“We have been contacted by so many patients and ophthalmologists since the story was published,” Song, whose team is seeking funding to manufacture the Nanodropper, told me early Tuesday.",484538,152
www.motherjones.com,2018-07-20 00:00:00,“The stories shared with us reminded our team of why we started this project.” (ProPublica) Good news for pandas.,484538,153
www.motherjones.com,2018-07-20 00:00:00,"As promised, we couldn’t end this week’s Recharge without some news about these cute black-and-white animals from China.",484538,154
www.motherjones.com,2018-07-20 00:00:00,"Fewer than 2,000 pandas are left in the wild.",484538,155
www.motherjones.com,2018-07-20 00:00:00,"A study led by a group of Chinese researchers says conserving land for pandas—considered an “umbrella species”—also helps other animals, such as golden monkeys and snow leopards.",484538,156
www.motherjones.com,2018-07-20 00:00:00,"Conserving panda habitat also leads to more protected land, as well as opportunities for recreation and tourism.",484538,157
www.motherjones.com,2018-07-20 00:00:00,"“The take-home message [of this study] is, it is worth it,” Ronald Swaisgood, one of the study authors, says.",484538,158
www.motherjones.com,2018-07-20 00:00:00,"“It’s worth saving these endangered species because we benefit and nature benefits.” (Mother Jones)
Thanks, pandas—and inventive, optimistic people (I’m talking to you) for giving us a bit of hope.",484538,159
www.motherjones.com,2018-07-20 00:00:00,Have a good week.,484538,160
www.motherjones.com,2018-07-20 00:00:00,Have a Recharge story of your own or a suggestion on how to make this column better?,484538,161
www.motherjones.com,2018-07-20 00:00:00,Fill out this form or send a note to me at recharge@motherjones.com.,484538,162
www.motherjones.com,2018-07-20 00:00:00,Looking for news you can trust?,484389,163
www.motherjones.com,2018-07-20 00:00:00,Subscribe to our free newsletters.,484389,164
www.motherjones.com,2018-07-20 00:00:00,"After Sen. Elizabeth Warren announced she got a new puppy, we asked you to suggest some creative dog names for her.",484389,165
www.motherjones.com,2018-07-20 00:00:00,"And wow, did you respond.",484389,166
www.motherjones.com,2018-07-20 00:00:00,"We also heard from Donald Trump Jr., who tried to troll us on Twitter, but your suggestions were far better.",484389,167
www.motherjones.com,2018-07-20 00:00:00,"Here are just some of our favorites:
“ Thurgood.",484389,168
www.motherjones.com,2018-07-20 00:00:00,"No one fights for justice/equality quite like Elizabeth Warren & no one fought for justice/equality quite like Thurgood Marshall.”
“Rebel”
“Tuffy because she needs someone tough by her side.”
“Raza, it means hope.",484389,169
www.motherjones.com,2018-07-20 00:00:00,"We need hope and Elizabeth Warren is, for me, the mother of hope.",484389,170
www.motherjones.com,2018-07-20 00:00:00,"😉”
“‘Spero,’ which is Latin for ‘hope’ and also an awesome doggo name!”
“Consumer watch dog”
“Dodd Frank”
“Anthony Scarapoochie”
“Dogged Pursuit”
“Endeavor”
“Hope”
“Percy,” short for persistence, and “Justice” were two of the most frequent suggestions.",484389,171
www.motherjones.com,2018-07-20 00:00:00,"Still no word from the senator on what she’s decided to name her pup, but let’s hope she takes some of your suggestions into consideration.",484389,172
www.americanthinker.com,2018-07-20 00:00:00,"Hamilton vs. Jefferson
The Fourth of July celebrates America’s freedom from England.",450491,173
www.americanthinker.com,2018-07-20 00:00:00,"The delegates from the thirteen colonies adopted the Declaration of Independence, the document written by Thomas Jefferson that gave America its moral pulse.",450491,174
www.americanthinker.com,2018-07-20 00:00:00,"After the Continental Congress approved the final wording of the Declaration of Independence, the United States of America was born.",450491,175
www.americanthinker.com,2018-07-20 00:00:00,Americans need to be grateful to Jefferson for giving us the language and values of liberty and freedom.,450491,176
www.americanthinker.com,2018-07-20 00:00:00,"Yet, by watching and listening to Lin-Manuel Miranda’s play “Hamilton” people will get the wrong impression of Hamilton and Jefferson.",450491,177
www.americanthinker.com,2018-07-20 00:00:00,"As Hamilton’s star has risen, Jefferson’s has fallen.",450491,178
www.americanthinker.com,2018-07-20 00:00:00,In looking at the political views and policies of each man there should be a recognition of who is the elitist and who is the one supporting the common individual.,450491,179
www.americanthinker.com,2018-07-20 00:00:00,Jefferson strove to make the American government everything that the British government was not.,450491,180
www.americanthinker.com,2018-07-20 00:00:00,"As historian Ron Chernow said in his book Alexander Hamilton, Hamilton’s Federalist Party was “elitist in its politics and tended to doubt the wisdom of the common people.” No one ever mentions that Hamilton believed that the President should have power for life, similar to the King of England.",450491,181
www.americanthinker.com,2018-07-20 00:00:00,Hamilton went so far as to call for a new Constitutional Convention to revise the Articles of Confederation.,450491,182
www.americanthinker.com,2018-07-20 00:00:00,His plan was to have a permanent president who would appoint all the governors and who would have veto power over all state legislation.,450491,183
www.americanthinker.com,2018-07-20 00:00:00,"Under such a plan, state sovereignty would have been destroyed, and there would have been no escape from the central government's high taxes.",450491,184
www.americanthinker.com,2018-07-20 00:00:00,"Murray Rothbard, who wrote The Mystery of Banking, said Hamilton wished to “reimpose in the new United States a system of mercantilism and big government similar to that in Great Britain, against which the colonists had rebelled.",450491,185
www.americanthinker.com,2018-07-20 00:00:00,"The object was to have a strong central government, particularly a strong president or king as chief executive, built up by high taxes and heavy public debt.” Chernow goes on to say, “Jeffersonians called themselves Republicans, believing in limited federal power, a dominant Congress, and states’ rights who credited the wisdom of the common people.” In other words, he was an anti-Monarchist.",450491,186
www.americanthinker.com,2018-07-20 00:00:00,"Historian John Boles, who wrote Jefferson: Architect of Liberty, noted to American Thinker, “Jefferson was not opposed to strong government as long as it stayed within it Constitutional bounds.",450491,187
www.americanthinker.com,2018-07-20 00:00:00,He believed in political power from the people.” Hamilton’s autocratic notions versus Jefferson’s beliefs can be viewed with their attitude toward a central bank.,450491,188
www.americanthinker.com,2018-07-20 00:00:00,"Granted, Hamilton was correct in recognizing that the U.S. economy was a total mess.",450491,189
www.americanthinker.com,2018-07-20 00:00:00,The Revolutionary War had left a huge debt with no plans on how it would be paid off.,450491,190
www.americanthinker.com,2018-07-20 00:00:00,"Some states simply repudiated the debt, making it more difficult for other states to borrow money and rebuild their economies.",450491,191
www.americanthinker.com,2018-07-20 00:00:00,"Yet, Jefferson complained that the bank created a national banking elite and gave them extraordinary power and wealth at the expense of ordinary citizens of the country.",450491,192
www.americanthinker.com,2018-07-20 00:00:00,"Rothbard stated, the “Bank of North America was deliberately modeled after the Bank of England.",450491,193
www.americanthinker.com,2018-07-20 00:00:00,"The Bank was given a monopoly privilege of its notes being receivable in all tax payments to state and federal government, and no other banks were permitted to operate in the country.",450491,194
www.americanthinker.com,2018-07-20 00:00:00,"It graciously agreed to lend most of its newly created money to the federal government, while the hapless taxpayers would have to pay the Bank principal and interest.""",450491,195
