domain,date,text,paper_id,sentence_id,is_subjective
www.automotiveworld.com,2018-07-11 00:00:00,"And yet it’s still a spacious, comfortable, well-equipped hatchback – and a deserved winner of our Affordable Hybrid Car of the Year 2018 award.”
Alongside the wins, Hyundai models were shortlisted in six of the New Car categories and the much-lauded i30N was Highly Commended in the Hot Hatch category.",248482,1589,3
armenpress.am,2018-07-09 00:00:00,The Armenian minister congratulated the Russian Ambassador on appointment and expressed hope that during his mission Sergei Kopyrkin will contribute to further deepening and expanding the existing strategic relations in the field of education and science.,401661,2074,3
armenpress.am,2018-07-09 00:00:00,"The index was developed with a base level of 100 as of July 31, 1964.",401678,1983,1
www.nzherald.co.nz,2018-07-05 00:00:00,"""They're focused on putting in self-serving checkouts throughout all the stores before the end of the year, so there's going to be less staff and they're going to lose that people factor.""",80846,14027,1
www.eurekalert.org,2018-07-06 00:00:00,"""It is vital to find the nests early in the season to prevent the hornet spreading, as later in the year hundreds of new queens emerge and disperse from each nest, each with the potential to make new nests,"" said Professor Juliet Osborne, a co-author on the study, and Director of the Environment and Sustainability Institute.",131519,3046,1
www.eurekalert.org,2018-07-06 00:00:00,"The finding that this endangered species may not readily abandon habitat that is detrimental for fitness was surprising, and warrants immediate attention from the conservation community.""",131559,2971,1
www.businessinsider.sg,2018-07-05 00:00:00,"It’s hard to know,” she said.",233153,15595,1
www.ekathimerini.com,2018-07-07 00:00:00,Russian authorities have sent a new extradition request to Greece for a Russian cybercrime suspect also sought on criminal charges by the US and France.,422150,2842,1
www.channelnewsasia.com,2018-07-05 02:30:29,The US administration has previously demanded that North Korea agree to abandon its entire nuclear programme before it could expect any relief from tough international sanctions.,204167,7323,1
www.eurekalert.org,2018-07-07 00:00:00,"This theory has passed test after test here on Earth, but does it still hold true for some of the most massive and dense objects in the known universe, an aspect of nature known as the Strong Equivalence Principle?",131750,2457,1
www.dailysabah.com,2018-07-04 22:53:04,"In return, the Kurdish language will be part of Syria's educational system, fighting for the PYD will be counted as a service in the regime's army and a Kurdish official will have a permanent seat in the Oil Ministry.",198043,19471,1
indianexpress.com,2018-07-05 00:26:58,The 25th seed will face the winner of the match that followed her on Centre Court between Germany’s Tatjana Maria and France’s Kristina Mladenovic.,229126,9548,1
www.abc.net.au,2018-07-05 04:56:27,The issue boiled over in the Coalition and Mr Turnbull lost the leadership by one vote in a partyroom spill.,570093,5865,1
www.nzherald.co.nz,2018-07-05 00:00:00,"Several hundred Greeks who oppose the country's deal for Macedonia to be renamed ""North Macedonia,"" which is set to end a 27-year dispute, tried to reach the meeting venue but were prevented by robust police forces.",80701,14644,1
www.nzherald.co.nz,2018-07-05 00:00:00,"The suggestion stunned those present at the meeting, including U.S. Secretary of State Rex Tillerson and national security adviser H.R.",81740,13221,1
indianexpress.com,2018-07-05 00:04:29,(File Photo) Swami Vivekananda’s birthday is celebrated as National Youth Day in India.,230588,10662,1
www.nzherald.co.nz,2018-07-05 00:00:00,"It said no duration was given for the suspension and that it could spark additional costs, losses and damages.",79764,14049,1
www.taiwannews.com.tw,2018-07-05 00:00:00,"New York took a 1-0 lead in the second inning on Greg Bird's RBI single off Atlanta starter Julio Teheran (6-6), who lasted just five innings, allowing five hits and five runs.",2507,11584,1
www.koimoi.com,2018-07-04 23:14:05,The film currently stands at the total of 167.51 crores.,140383,18104,1
www.oneindia.com,2018-07-04 22:55:21,"""It should not be called a bullet train.",246433,19356,3
www.abc.net.au,2018-07-05 06:12:30,"So it is for Sydney's second oldest lawn bowls club, North Sydney Greens, which opened in 1888.",570163,4058,1
www.livemint.com,2018-07-04 23:50:42,"Additionally, high quality, low-cost smartphones made by Chinese companies have allowed tens of millions of Indians to use the internet.",158834,16730,1
www.abc.net.au,2018-07-05 04:50:26,"Creating embryos using frozen sperm
Artificial reproduction techniques have never been attempted before in the rhino, said study co-author Marilyn Renfree.",570481,5921,1
www.ndtv.com,2018-07-05 00:26:29,"All the three accused were arrested multiple times in Delhi for such crime, they said.",643787,9560,1
indianexpress.com,2018-07-05 00:00:48,"“After creating a place in the Netherlands as the first professional Bharatanatyam dancer I became more interested in creating my own choreographic voice.” At present, she is touring India and will present an ensemble piece, titled Simeon, in which Bharatanatyam and contemporary movements respond to classical Dutch music by the master, Simeon ten Holt.",231504,11179,1
www.nzherald.co.nz,2018-07-05 00:00:00,"""The DHB acknowledges that while the pharmacist verbally instructed the patient on the changed dosage, the label was not updated, which created avoidable confusion.""",79979,12880,3
www.livemint.com,2018-07-05 00:03:28,"Recent experiments like granting the minority religion status to the Lingayats and neglecting the Vokaligas, has cost the Congress dearly in the May assembly elections where it got only 80 seats when compared to 122 in 2013.",158980,10727,1
indianexpress.com,2018-07-05 02:19:23,"The ruling BJP, which suffered huge reverses in Morbi and 10 other districts of this belt at December’s State Assembly elections, has reasons to grant handsome MSP increases for both.",231385,7496,1
indianexpress.com,2018-07-04 23:57:32,The team was initially delayed for almost six hours at the airport in Tunis because it did not have the required 600 euros to pay for visas and later declined to check into a hotel in Beja which the squad deemed substandard.,228710,16418,1
www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,"""When you're out surfing you want to see a turtle swimming beside you, not plastic,” Mr Previti said.",428037,5584,1
bworldonline.com,2018-07-05 00:09:45,Construction is done over time.,118000,10105,1
www.abc.net.au,2018-07-05 04:50:26,"With only two live northern white females and sperm from four males available, genetic diversity has been raised as another issue.",570481,5956,1
www.nzherald.co.nz,2018-07-05 00:00:00,It's frankly amazing.,81905,14233,3
www.eurekalert.org,2018-07-07 00:00:00,This finding was the result of a new type of framework that they introduced--one that extends the entire theory of repeated games.,131721,2734,1
www.livemint.com,2018-07-04 23:37:15,"A smaller proportion of women than men received hospital care for gender neutral conditions across age groups and most disease categories, despite a state-sponsored insurance scheme in Andhra Pradesh providing access to free hospital care for poor households, according to a study published in the British Medical Journal.",159374,17113,1
www.dailymail.co.uk,2018-07-04 23:17:47,Willian is hoping the former Liverpool star can continue his sparkling form.,255694,17951,3
www.newsx.com,2018-07-04 23:36:39,"However, the top court on May 16 asked for paying Rs 1000 crore so that the amount is refunded to the home buyers who opted for a refund.",15327,17130,1
www.news-mail.com.au,2018-07-05 00:01:00,"""We can't find out if we don't do the homework,"" Cr Ludwig said.",86652,11001,1
www.nzherald.co.nz,2018-07-05 00:00:00,"Media have been invited to Russell McVeagh's Wellington headquarters, where the results will be released at 10am this morning.",79830,13016,1
www.taiwannews.com.tw,2018-07-04 23:08:00,"View the full release here: https://www.businesswire.com/news/home/20180704005227/en/
Technavio has published a new market research report on the global stretchable conductive materials market from 2018-2022.",1025,18466,0
www.livemint.com,2018-07-04 23:50:42,More policies on localization of data are expected to be announced.,158834,16726,1
indianexpress.com,2018-07-05 01:39:45,“The election is tomorrow and today you are saying defection.,227799,8023,0
www.nzherald.co.nz,2018-07-05 00:00:00,Judge Matheson told the court that Hakaraia's partner was an alleged co-offender and was employed at the healthcare facility where the victim lived.,81841,13181,1
www.livemint.com,2018-07-04 23:50:42,"The proposed policies are meant to deal with the increasing digital colonization of India, said the people cited above.",158834,16714,1
www.dailyexaminer.com.au,2018-07-05 06:02:52,"""Even if we were to ban guns, kids will find other things to use if they want to play a 'goodies versus baddies' game.",692302,4125,3
www.nzherald.co.nz,2018-07-05 00:00:00,"Wellington's low was 3.5C, while Dunedin started off at a amicable 6.7C, and Auckland stayed at a comfortable 10C.",80790,13911,1
www.hindustantimes.com,2018-07-05 00:00:00,These potholes have increased the peak hour traffic woes of residents who are already facing congestion due to the ongoing repair works on the Mumbra Bypass road.,457073,15182,1
www.dailysabah.com,2018-07-04 23:20:12,"WhatsApp said in a blog post that it would institute awards for research on ""spread of misinformation"" on its platform.",197851,17889,1
www.nzherald.co.nz,2018-07-05 00:00:00,A Westpac bank worker says pressure on staff to sell products means loans are being given to people who can't service them.,81870,12884,1
www.dailysabah.com,2018-07-04 23:38:15,This disunity and lack of coordination among the sectors in the system has forced the current government into a corner and prevented it from properly deciding on and developing proper responses.,198008,17062,3
indianexpress.com,2018-07-05 02:11:58,Milk is today India’s largest crop by value and everyone agrees that dairying is fundamental to doubling farmers’ income.,229273,7593,1
indianexpress.com,2018-07-04 23:57:32,"It was accused of failing to pay player match fees and allowances, with loose forward Takudzwa Mandiwanza allegedly being heard to claim in a leaked audio recording that De Villiers had to use personal funds to buy the team a meal while they were stranded.",228710,16426,3
www.automotiveworld.com,2018-07-11 00:00:00,"Last but not least, a system of cameras replaced conventional wing mirrors.",248521,1438,1
www.nzherald.co.nz,2018-07-05 00:00:00,"With today's announcement, we start to address those issues head on and take the first step on our road to recovery.""",81067,14522,1
indianexpress.com,2018-07-05 01:24:04,"With police also probing the significance of 11 pipes protruding from the house, the contractor who was hired to renovate the premises said they were meant for ventilation.",230577,8313,1
www.nzherald.co.nz,2018-07-05 00:00:00,"The announcement follows the developer's ditched plans for a new Quay St hotel in controversial and much-criticised plans launched eight years ago when a panel of independent commissioners approved a towering hotel in the area which includes the Union Fish, Police Wharf and Northern Steamship buildings.",80772,13599,2
japantoday.com,2018-07-05 06:20:00,"Moscow has hit back by expelling Western diplomats, questioning how Britain knows that Russia was responsible and offering its rival interpretations, including that it amounted to a plot by British secret services.",501447,3965,1
www.hindustantimes.com,2018-07-05 00:00:00,"“In case of roads which have completely failed like the Kamgar Hospital Road, we will close the entire road and repair it.",457073,15198,1
www.firstpost.com,2018-07-05 00:05:22,"In addition to the arrests, police said they executed 44 search warrants on Wednesday, which included buildings occupied by Philips and U.S. multinational Johnson & Johnson.",195246,10520,1
www.nzherald.co.nz,2018-07-05 00:00:00,"In an ill-tempered match Geiger struggled to control, England took the lead when Kane was bundled to the ground by Carlos Sanchez.",81729,13620,1
time.com,2018-07-18 00:00:00,"Seattle
Not on the East Coast?",354658,1340,0
www.automotiveworld.com,2018-07-11 00:00:00,"Complete media assets, including press information and pricing for all ŠKODA models present and past are available at SKODAmedia.com.",248448,1613,1
indianexpress.com,2018-07-05 01:30:31,"(Thinkstock)
Arabian Sea Humpback Whale is a species found in all of major oceans but ship strikes, unforgiving fishing gear and siesmic exploarations pose grave threat to it.",227703,8229,1
www.eurekalert.org,2018-07-07 00:00:00,"Qian and Cherry plan to develop artificial neural networks that can learn, forming ""memories"" from examples added to the test tube.",131224,2659,1
www.freepressjournal.in,2018-07-06 00:00:00,"He also demanded grounding of the entire fleet of planes and choppers being maintained by the the MRO services provider Indamer Aviation, till investigation is completed.",364712,2950,1
www.sunshinecoastdaily.com.au,2018-07-05 05:00:00,"He has a profound love of fitness, ranging from his work with Les Mills studios in New Zealand to his own personal training businesses, and cycling is just the cherry on top.",427863,5471,3
www.scmp.com,2018-07-05 03:16:24,"From near-total dependence on Toyota in those areas now, Denso aims to have 20 per cent to 30 per cent of business related to automated driving from outside Toyota by 2020, Matsui said.",501236,6688,1
www.taiwannews.com.tw,2018-07-05 04:04:00,"""I don't know.",2563,6270,1
www.firstpost.com,2018-07-05 00:10:52,"Both Lajovic (58), who lost to Roger Federer in the men's singles opening round, and Basic (78) are top-100 singles players.",195895,10046,1
www.livemint.com,2018-07-04 23:14:05,"The HDFC BC (CSC) will also function as business facilitator-facility to enable merchants, youth, entrepreneurs, farmers and women to borrow from the bank to support their economic upliftment.",159345,18087,1
signalscv.com,2018-07-07 00:00:00,Santa Clarita City Councilman Bob Kellar described the festivities as some of the best in Santa Clarita.,659778,2904,3
www.channelnewsasia.com,2018-07-04 23:01:04,"Advertisement
The 19-year-old, who scored twice in France's come-from-behind 4-3 victory over Argentina, sending Les Bleus into the quarter-finals, is a well-known figure in the suburb, where he grew up playing at local club AS Bondy.",204230,18972,1
whdh.com,2018-07-18 00:00:00,"Her husband and co-owner, Muhammad Yaqoob, of the store calmly walked over to the suspect as the incident unfolded.",319183,1302,1
www.ndtv.com,2018-07-04 23:39:45,"Dr Suchitra Karad Nagare, Executive director of MIT Group of Institute said the intention behind taking such steps were 'very pure' and was not to trouble the parents and the students.",643601,17026,1
www.news.com.au,2018-07-05 02:23:01,"""But this year they came down hard, as they do.",421210,7398,3
www.nzherald.co.nz,2018-07-05 00:00:00,"Photo / Supplied
The study also showed the BMI of Māori and Pasifika and those living in socially deprived neighbourhoods was increasing at a faster rate.",79727,14869,1
www.nzherald.co.nz,2018-07-05 00:00:00,Investigators haven't publicly identified the family involved.,81458,13373,1
www.pulse.ng,2018-07-04 22:57:11,"“When we got to my house, that was the point at which I was now formally informed of why I was arrested because the search warrant that was used stated clearly that I’m being accused with aiding and sponsoring a proscribed organisation, IPOB and so that the search of my house was to look for evidence of such.",239954,19196,3
indianexpress.com,2018-07-05 01:39:45,"For all the latest India News, download Indian Express App",227799,8025,1
www.financialexpress.com,2018-07-04 23:10:07,Ratan Tata had admitted that the company made the mistake of promoting the Nano as ‘the cheapest car’.,244520,18410,1
www.taiwannews.com.tw,2018-07-05 02:13:00,"If the rain continues trending the way it has been, the impact should be minor.",1391,7553,3
www.taiwannews.com.tw,2018-07-05 04:11:00,"2 House Democrat, looks forward to being back at work ""very soon.""",1529,6206,2
indianexpress.com,2018-07-05 01:21:22,"However, research has proven that the team taking the first penalty has a winning percent of 60.5, giving the team that wins the toss an advantage.",228896,8408,1
www.standardmedia.co.ke,2018-07-04 22:49:00,"In the past 24 years the country has forged strong bonds among our citizens through Unity and reconciliation, maintained a stable and secure state, built strong and sound justice system to foster rule of Law, established strong governance and democratic dispensation, grew our economy at an average rate of 8 per cent at least in the last 10 years or so and provided effective social services to our citizens in terms of healthcare and education.",503085,19730,3
www.channelnewsasia.com,2018-07-05 05:19:00,"he told them - which roughly translates as ""Hang in there"" or ""Much strength.""",205367,4963,1
www.nzherald.co.nz,2018-07-05 00:00:00,"The nonpartisan Kaiser Family Foundation estimates that about 60 percent of adults with Medicaid are already working, and among those not working, most either have health problems, are taking care of home or family or are students.",80226,14936,1
www.ekathimerini.com,2018-07-07 00:00:00,"Greece has the highest debt-to-GDP ratio in the euro zone, at almost 180 percent of its national output.",421944,2781,1
www.channelnewsasia.com,2018-07-05 03:10:30,IMU fighters fought alongside the Taliban in Afghanistan after retreating from their home country and the intelligence service told UzA they suspected Aliyev had trained there.,204673,6785,1
www.news.com.au,2018-07-04 23:57:01,British counter-terrorism officers have joined a police investigation after two people were found in critical condition from suspected exposure to an unknown substance near the English city where a former Russian spy was poisoned.,421576,16435,1
www.businessinsider.sg,2018-07-05 00:00:00,"For example, flatbreads, roasted meat, and hummus are generally considered stables of both types of cuisine.",232912,15868,1
www.businessinsider.sg,2018-07-05 00:00:00,"“I was addressing a meeting of shop stewards in the automatic industry prior to the referendum and they were saying they were voting leave and I said ‘hang on a minute, your jobs depend on the single market’.",233039,15974,3
www.radiotimes.com,2018-07-09 00:00:00,“Sasha explained Jack will have his ups and downs.,29821,1960,1
www.taiwannews.com.tw,2018-07-05 02:47:00,Seventy-two-year-old Lawrence Anderson of Moline died at a hospital.,1769,7144,1
www.tvnz.co.nz,2018-07-05 00:00:00,Russell McVeagh says it is “deeply sorry” for the impact the 2015/2016 incidents had on the clerks.,85328,11300,1
www.firstpost.com,2018-07-05 00:38:49,"The Uruguayan Football Association (UFA) posted photos of Wednesday's training session on social media, with Cavani a notable absentee.",195394,9135,1
www.nzherald.co.nz,2018-07-05 00:00:00,Doctors were concerned they might end up sedating patients because it was the only way they could treat them and keep themselves safe.,79651,14298,1
www.channelnewsasia.com,2018-07-05 05:50:23,"The volcano sits about 25 miles (40 km) southwest of the capital, Guatemala City, near the picturesque colonial town of Antigua, a UNESCO world heritage site.",206755,4610,1
www.financialexpress.com,2018-07-05 00:33:03,"The budget 2018 has amended the Central Road Fund Act, 2000, and has renamed the Central Road Fund as CRIF.",245698,9238,1
indianexpress.com,2018-07-05 00:55:52,He visited Varanasi in February this year for a coordination meeting of the RSS and its offshoots.,230786,8822,1
www.taiwannews.com.tw,2018-07-05 04:05:00,Purkiss later felt compelled to contact Harry Kane to explain a joke at the England striker's expense.,533,6211,3
www.nzherald.co.nz,2018-07-05 00:00:00,"The Chinese will respond with tariffs on an equivalent value of U.S. products such as soybeans, seafood and crude oil.",80911,13716,1
www.channelnewsasia.com,2018-07-05 00:40:28,"Claudio X. Gonzalez, whose family owns part of Kimberly Clark de Mexico, said on Twitter he wished Lopez Obrador the best and asked him to be a unifying figure.",205569,9092,1
www.businessinsider.sg,2018-07-05 00:00:00,2.,232892,15924,0
www.pulse.ng,2018-07-04 23:33:00,"According to her, for government to resolve the issue of trucking, we are working to ensure that trucks are put in a particular location called the transit parks.",239742,17252,1
www.livemint.com,2018-07-04 23:05:43,But here is the big problem.,159343,18697,2
www.standardmedia.co.ke,2018-07-05 00:00:00,But the PTA members confessed they had not talked to the complaining student or her parent but denied going by only the version of the school management.,503054,12055,2
www.standardmedia.co.ke,2018-07-05 00:00:00,Third is the claim that the Kikuyu and Kalenjin are a formidable political force.,503103,11774,1
www.taiwannews.com.tw,2018-07-05 00:02:00,But authorities say they prefer the diving option.,2671,10859,1
indianexpress.com,2018-07-05 02:11:58,We have millions of male buffalo calves coming into the system every year.,229273,7582,1
www.taiwannews.com.tw,2018-07-05 00:02:00,"Najib, who until recently was at the apex of power in the Southeast Asian country, now must face the ignominy of defending himself against accusations of corruption.",1589,10874,1
signalscv.com,2018-07-07 00:00:00,"The breakfast has taken place at the golf shop building in Old Town Newhall for all of its 52-year run, said coordinator Chris Ball.",659778,2893,1
aaj.tv,2018-07-04 23:05:05,"During the proceedings, the Attorney General (AG) told the apex court that the general public wanted construction of dams in the country and the court will have release clear orders of construction of dams.",148264,18762,1
www.financialexpress.com,2018-07-05 02:38:53,"This strategic initiative will further complement Yes Bank’s retail liabilities and wealth management strategy, and also allow YAMIL to build on the bank’s distribution network to provide customers a seamless investment and banking experience, Kapoor said.",245557,7233,3
bworldonline.com,2018-07-05 00:31:46,"“China and European countries are natural partners,” it said.",118004,9296,1
indianexpress.com,2018-07-05 00:50:04,"He talked of “constitutional objectivity” as an idea of checks and balances so that the legislature and the executive operate only within their limited allotted spheres, as “legitimate constitutional trust” is based on separation of powers, with denial of absolute power to any one functionary being the larger goal.",230698,9025,1
www.pulse.ng,2018-07-05 00:06:00,"According to the United Nations, between 270,000 and 330,000 Syrians have fled violence in the province since June 19.",240029,10470,1
www.taiwannews.com.tw,2018-07-04 23:34:00,Not until a day after the interview did Canas learn through a lawyer what happened to his child.,3392,17187,1
www.newsx.com,2018-07-04 23:05:57,"In the CBSE paper leak case, along with class 12th economics paper, class 10th mathematics paper had surfaced on social media before the scheduled examination.",15611,18680,1
www.standardmedia.co.ke,2018-07-05 00:00:00,“The forms will only be used for furthering our investigation.,503144,12236,1
www.winknews.com,2018-07-08 00:00:00,"Authorities said the boys, who had also been shown Tuesday in a video shot by the British diver who discovered them, were being looked after by seven members of the Thai navy SEALs, including medics, who were staying with them inside the cave.",198673,2272,1
indianexpress.com,2018-07-05 00:50:04,"Certainly, just like Governors, he is to be apprised of every decision by the ministers, but his concurrence is not necessary.",230698,9032,3
www.nzherald.co.nz,2018-07-05 00:00:00,"One of the keys to this, as is probably evident, is information sharing.",79622,13886,3
www.channelnewsasia.com,2018-07-04 23:11:41,"The doctor will ask questions about your child's health, your family's health and your child's development at every visit.",203949,18327,1
www.standardmedia.co.ke,2018-07-05 00:00:00,This was agreed during a meeting between the Ministry of Health and Nairobi County government on a three-year plan to ease congestion at KNH.,503101,12487,1
www.dailyexaminer.com.au,2018-07-05 00:00:00,"Giving evidence at Currie's hearing, the victim said he went out the back door of his unit to complain to Currie over the volume of his TV.",692393,15306,1
indianexpress.com,2018-07-05 02:15:40,"For all the latest Cities News, download Indian Express App",230160,7535,0
armenpress.am,2018-07-09 00:00:00,Eduard Babayan has been arrested in suspicion of participating in the violence.,401566,2091,1
www.standardmedia.co.ke,2018-07-05 00:00:00,The county did not initiate a single project in the 2017/2018 budget.,503127,12721,1
www.automotiveworld.com,2018-07-11 00:00:00,"Cherokee and Compass sales nearly doubled, with Cherokee reporting 22,433 vehicle sales compared with 11,895 in June 2017.",248377,1553,1
www.asianage.com,2018-07-05 05:32:00,The increase in paddy MSP is 50-51 per cent over its production cost.,236629,4881,1
www.qt.com.au,2018-07-05 00:03:00,Daughter Susan Bales described her dad as a devoted family man.,246873,10748,3
www.abc.net.au,2018-07-05 06:12:30,"[Labor politician] Tom Uren, the most famous son of Balmain — his wake was held at Balmain Bowling Club,"" he said.",570163,4048,1
whdh.com,2018-07-18 00:00:00,"BOISE, Idaho (AP) — Little Ruya Kadir had sparkling eyes, a few basic belongings and not much else when she arrived in Boise, Idaho more than two years ago.",319493,993,1
www.firstpost.com,2018-07-05 01:05:13,"It is expected to be at the centre of a broader weapons system, capable of commanding a squadron of drones.",195211,8688,1
www.firstpost.com,2018-07-04 23:42:38,Former Wimbledon champion Chris Evert suggested the men's and women's finals could alternate between the final Saturday and Sunday of the tournament.,196203,16956,1
www.pulse.ng,2018-07-04 22:51:00,"Isa Sadiq Achida (Information)
15.",239847,19620,1
www.41nbc.com,2018-07-18 00:00:00,Honoree Bitcha said he hoped to be granted refugee status in Spain.,50551,778,1
www.americanthinker.com,2018-07-20 00:00:00,"""Photo illustrations"" are reminiscent of propaganda tactics used by Joseph Goebbels.",450437,298,1
www.standardmedia.co.ke,2018-07-05 00:00:00,"[Photo:Kipsang Joseph/Standard]
The Nakuru county assembly has protested at the delay in tabling the Sh15 billion budget.",503127,12707,1
www.businessinsider.sg,2018-07-05 00:00:00,"On Tuesday Labour’s biggest union backers Unite, passed a conference motion leaving the door open for a second Brexit referendum.",233039,15958,1
whdh.com,2018-07-18 00:00:00,"“We will take the White House.”
Even some of the staunchest U.S. allies were begrudgingly forced to side with Maduro in condemning Trump’s saber rattling.",319154,983,3
www.automotiveworld.com,2018-07-11 00:00:00,"Like all models in the compact vehicle generation, it is also fitted out with the new multimedia system, the Mercedes-Benz User Experience (MBUX).",248451,1531,1
